,N,M,L,U,Wt_PB,Wt_PCF,Wt_PE,Wt_PS,Wt_PM,Wt_PRev,Wt_Vol,PNL,avg_PNL,Avg_Return,Sharpe_ratio,Max_Drawdown,std_dev,pct_winning_trades,pct_losing_trades,Final_Port_val
0,2,20,30,10,-1.0055347206674662e-05,5.239218669750465e-08,2.274373321400288e-07,8.318434144644793e-07,0.6952392891253331,0.006670595111218545,0.2980990594377217,-5934305.037695689,-64503.315627127056,-279.5443923985226,-14.304158517748704,5672373.374901781,19.542875734469934,36.95652173913043,63.04347826086957,5334367.406453287
0,2,20,40,20,-3.5816486760709218e-06,4.3701808887796456e-08,2.2509254810277325e-07,2.0033933310223305e-06,0.8068433360072531,0.006652507011425332,0.18650546644230967,-4136676.6148545924,-89927.75249683896,-124.11990183915233,-6.0423580959317675,4455426.699864603,20.54163289705065,43.47826086956522,56.52173913043478,6511040.669115975
0,2,20,40,15,-3.5816486760709218e-06,4.3701808887796456e-08,2.2509254810277325e-07,2.0033933310223305e-06,0.8068433360072531,0.006652507011425332,0.18650546644230967,-5426713.79663365,-88962.52125628934,-219.39325336472066,-10.395326146564914,6052120.4926618505,21.104989903295927,37.704918032786885,62.295081967213115,5384871.820694698
0,2,20,40,10,-3.5816486760709218e-06,4.3701808887796456e-08,2.2509254810277325e-07,2.0033933310223305e-06,0.8068433360072531,0.006652507011425332,0.18650546644230967,-5962104.074963232,-64805.4790756873,-281.98727613178335,-14.45336437140639,5807348.711321658,19.51014787184421,39.130434782608695,60.86956521739131,5309614.091422356
0,2,30,15,20,-6.977218926020362e-06,4.968553084882818e-08,1.3292115676382645e-07,2.894566622904777e-07,0.45712736064900406,0.023817204815726772,0.5190619396908452,-3527917.707493784,-76693.86320638661,-89.75652328131306,-4.239767369485201,3822630.690973672,21.17015285492219,50.0,50.0,7143836.678006905
0,2,30,15,15,-6.977218926020362e-06,4.968553084882818e-08,1.3292115676382645e-07,2.894566622904777e-07,0.45712736064900406,0.023817204815726772,0.5190619396908452,-5480713.749570534,-89847.76638640219,-221.1642490916854,-10.216105067812281,5927676.163614186,21.648587952418783,39.34426229508197,60.65573770491803,5338220.815361404
0,2,30,15,10,-6.977218926020362e-06,4.968553084882818e-08,1.3292115676382645e-07,2.894566622904777e-07,0.45712736064900406,0.023817204815726772,0.5190619396908452,-5806269.67552445,-63111.62690787446,-262.75631978298543,-12.817551934234434,5598494.925437485,20.499727337260783,38.04347826086957,61.95652173913043,5479241.753300999
0,2,30,20,20,-7.795362364124174e-06,5.139886438426708e-08,1.664791509946377e-07,5.247236623422676e-07,0.5421364713209915,0.026137563582833773,0.43173301785686113,-3763536.1319421707,-81816.00286830806,-102.56157982192423,-4.89472633674316,4066611.9902695725,20.95348601044903,45.65217391304348,54.347826086956516,6899855.378711005
0,2,30,20,15,-7.795362364124174e-06,5.139886438426708e-08,1.664791509946377e-07,5.247236623422676e-07,0.5421364713209915,0.026137563582833773,0.43173301785686113,-5573640.9940118315,-91371.16383625953,-228.12101561637243,-10.426142722036976,5987886.23994458,21.87971349502148,37.704918032786885,62.295081967213115,5237241.515124681
0,2,30,20,10,-7.795362364124174e-06,5.139886438426708e-08,1.664791509946377e-07,5.247236623422676e-07,0.5421364713209915,0.026137563582833773,0.43173301785686113,-5767796.392413499,-62693.43904797281,-261.94028955138407,-13.158440412390425,5498102.092349078,19.906636450983385,38.04347826086957,61.95652173913043,5512729.037034676
0,2,30,30,20,-8.888656211855352e-06,5.4113281224206805e-08,2.1444827656117223e-07,8.187699698899247e-07,0.6572289178043842,0.0294206658528672,0.3133582176674327,-3380709.823490834,-73493.69181501813,-82.35143499005045,-3.972575776044448,3643592.5910678897,20.729984683149073,45.65217391304348,54.347826086956516,7322874.7779126875
0,2,30,30,15,-8.888656211855352e-06,5.4113281224206805e-08,2.1444827656117223e-07,8.187699698899247e-07,0.6572289178043842,0.0294206658528672,0.3133582176674327,-5317975.652655828,-87179.92873206275,-207.31421014239845,-9.586433271664651,5703613.473006753,21.625791810930643,39.34426229508197,60.65573770491803,5524480.0068701245
